CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
5151319,0,2.0,Computer,Petershire,35.0,Credit Card,Male,3.0,3,Mobile,3,Married,1,0,16.0,1.0,1.0,1.0,176
15118738,1,9.0,Computer,East Thomasmouth,35.0,Credit Card,Female,,4,Laptop & Accessory,3,Divorced,3,0,15.0,0.0,15.0,7.0,136
10804564,0,0.0,Computer,New Heathermouth,28.0,Debit Card,Male,2.0,4,Mobile Phone,2,Married,8,0,15.0,1.0,1.0,0.0,165
11640464,0,2.0,Mobile Phone,Lake Shannon,,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,1,,1.0,1.0,0.0,175
5174241,1,17.0,Phone,Port Lisaside,5.0,Credit Card,Female,2.0,1,Laptop & Accessory,3,Divorced,3,0,19.0,1.0,2.0,1.0,210
3875450,1,5.0,Mobile Phone,Lake Aaronfurt,18.0,CC,Male,2.0,4,Mobile Phone,2,Single,2,1,24.0,0.0,4.0,1.0,148
6431162,0,8.0,Mobile Phone,Ellisshire,25.0,COD,Male,3.0,3,Grocery,5,Single,2,0,25.0,0.0,1.0,3.0,283
10787738,0,2.0,Mobile Phone,Port Kathyborough,5.0,Debit Card,Male,2.0,4,Fashion,2,Divorced,7,0,12.0,0.0,1.0,6.0,226
2964862,0,,Mobile Phone,East Nathaniel,,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,7,0,19.0,1.0,1.0,0.0,176
3996040,1,0.0,Mobile Phone,Andreaberg,12.0,E wallet,Female,3.0,4,Mobile,5,Single,2,1,15.0,1.0,1.0,3.0,193
12108856,1,0.0,Mobile Phone,South Dalehaven,7.0,E wallet,Male,2.0,3,Mobile Phone,5,Single,2,1,24.0,1.0,2.0,7.0,167
6009032,0,30.0,Mobile Phone,New Brittanybury,7.0,Debit Card,Male,3.0,3,Fashion,2,Married,2,0,,1.0,1.0,0.0,136
7260797,0,7.0,Computer,East Markbury,18.0,COD,Female,2.0,3,Grocery,5,Divorced,2,1,19.0,1.0,1.0,2.0,143
11124863,0,0.0,Phone,New Sarah,12.0,Debit Card,Male,3.0,4,Mobile,2,Divorced,2,1,16.0,1.0,,1.0,156
2125932,0,,Computer,Coryshire,16.0,Credit Card,Female,2.0,3,Mobile Phone,2,Divorced,6,1,15.0,1.0,2.0,5.0,176
3278655,1,0.0,Mobile Phone,Stephenbury,,Debit Card,Male,3.0,3,Laptop & Accessory,2,Single,7,0,15.0,1.0,2.0,2.0,134
16656210,0,6.0,Phone,South Victorberg,7.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Married,3,0,23.0,0.0,4.0,,178
3756903,0,14.0,Mobile Phone,Stacyshire,14.0,Debit Card,Female,2.0,4,Mobile,4,Divorced,1,0,15.0,1.0,3.0,1.0,178
651444,0,6.0,Phone,Hayesshire,12.0,Debit Card,Female,2.0,4,Mobile,3,Single,6,0,19.0,0.0,14.0,7.0,175
1686476,0,10.0,Mobile Phone,Wellsland,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Single,2,1,21.0,0.0,1.0,0.0,137
7258208,0,4.0,Computer,New Samantha,6.0,Credit Card,Female,3.0,3,Laptop & Accessory,2,Divorced,3,1,25.0,0.0,1.0,8.0,209
6702500,0,1.0,Computer,Phillipton,35.0,COD,Female,3.0,3,Mobile,4,Single,3,1,15.0,0.0,1.0,10.0,176
11068173,0,,Computer,Robertborough,10.0,Debit Card,Female,3.0,3,Fashion,2,Single,1,0,25.0,1.0,1.0,1.0,134
14855680,1,9.0,Computer,Cherylstad,11.0,Cash on Delivery,Female,3.0,5,Laptop & Accessory,3,Single,6,0,,1.0,1.0,3.0,240
11509517,1,0.0,Phone,Christinefort,12.0,CC,Male,3.0,1,Fashion,4,Divorced,2,0,16.0,0.0,2.0,1.0,130
37401,0,0.0,Phone,Lopezport,6.0,CC,Male,3.0,2,Laptop & Accessory,3,Single,2,1,20.0,0.0,1.0,6.0,155
15653255,0,1.0,Mobile Phone,Kristaville,27.0,Credit Card,Female,3.0,3,Laptop & Accessory,4,Single,7,1,18.0,1.0,2.0,3.0,264
438456,0,8.0,Mobile Phone,North Phillip,15.0,E wallet,Male,3.0,3,Laptop & Accessory,2,Single,11,0,15.0,0.0,5.0,6.0,148
8075230,1,0.0,Mobile Phone,Mckinneymouth,,E wallet,Female,1.0,3,Mobile Phone,3,Single,5,1,13.0,0.0,7.0,5.0,218
8219893,0,3.0,Mobile Phone,Palmerland,35.0,COD,Female,1.0,4,Mobile,4,Single,2,0,24.0,1.0,1.0,10.0,299
15311215,0,1.0,Phone,Quinnborough,8.0,Debit Card,Male,,3,Laptop & Accessory,3,Divorced,2,0,13.0,0.0,1.0,2.0,251
7211646,0,5.0,Computer,Maryville,33.0,Credit Card,Female,3.0,4,Mobile,2,Married,2,1,17.0,1.0,2.0,,148
15016282,0,0.0,Phone,Andrewville,35.0,Debit Card,Female,3.0,5,Grocery,2,Single,5,0,12.0,0.0,2.0,1.0,120
6556919,1,0.0,Phone,West Katherineside,14.0,CC,Male,2.0,3,Laptop & Accessory,2,Married,4,0,17.0,0.0,1.0,1.0,160
15526122,0,10.0,Phone,New Lawrenceton,9.0,CC,Female,2.0,3,Fashion,5,Single,1,1,19.0,1.0,,0.0,140
10312898,0,3.0,Phone,New Mistyshire,,Credit Card,Female,,3,Grocery,2,Divorced,2,0,25.0,0.0,1.0,,150
11717057,0,17.0,Computer,Williemouth,18.0,Credit Card,Female,,4,Mobile,2,Single,2,0,14.0,1.0,1.0,3.0,164
5485430,1,8.0,Computer,Lake Brettport,14.0,Credit Card,Male,2.0,4,Mobile,5,Divorced,2,1,20.0,1.0,2.0,5.0,123
7221963,1,0.0,Computer,Anthonyland,24.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,6,0,13.0,0.0,1.0,2.0,199
2990522,0,0.0,Mobile Phone,Lake Bethtown,11.0,UPI,Male,,5,Laptop & Accessory,4,Single,7,1,15.0,0.0,8.0,4.0,161
13510184,1,,Phone,New Ernestton,5.0,UPI,Male,3.0,3,Laptop & Accessory,2,Divorced,2,0,23.0,0.0,1.0,2.0,140
4607939,0,10.0,Mobile Phone,East Zachary,5.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,5,1,21.0,0.0,8.0,6.0,154
7762810,0,12.0,Computer,Brownbury,9.0,Credit Card,Male,3.0,4,Mobile Phone,2,Divorced,7,0,20.0,0.0,15.0,1.0,221
6411882,1,0.0,Phone,New Margaret,15.0,Debit Card,Female,2.0,3,Fashion,3,Single,6,1,18.0,,5.0,0.0,188
570001,0,13.0,Phone,Morenoview,6.0,Debit Card,Male,3.0,2,Laptop & Accessory,3,Married,7,0,12.0,1.0,1.0,2.0,259
11260207,0,12.0,Computer,Blackfurt,25.0,UPI,Male,3.0,2,Mobile,2,Married,4,1,25.0,,1.0,0.0,164
10472446,0,7.0,Phone,South Jamiestad,6.0,CC,Female,3.0,4,Laptop & Accessory,2,Single,3,0,18.0,,1.0,2.0,122
16469472,0,17.0,Mobile Phone,Terryfort,6.0,Debit Card,Female,2.0,3,Mobile,5,Single,6,0,18.0,3.0,1.0,1.0,144
3123696,0,,Phone,Scottfurt,14.0,CC,Female,2.0,3,Laptop & Accessory,2,Married,8,0,17.0,3.0,1.0,0.0,127
16136285,0,,Phone,Brianville,18.0,Debit Card,Male,2.0,3,Mobile Phone,5,Single,7,0,13.0,0.0,1.0,1.0,194
2125086,0,,Mobile Phone,Vargasborough,5.0,CC,Male,3.0,3,Mobile,2,Divorced,2,1,17.0,1.0,4.0,0.0,178
3684702,0,21.0,Computer,West Christine,35.0,Debit Card,Female,3.0,3,Laptop & Accessory,5,Single,7,1,24.0,1.0,2.0,1.0,155
8790599,0,16.0,Mobile Phone,Erikaview,19.0,CC,Male,2.0,3,Mobile Phone,4,Single,2,1,14.0,3.0,1.0,2.0,153
15971107,0,11.0,Phone,Smithmouth,9.0,UPI,Female,3.0,5,Laptop & Accessory,2,Single,8,0,20.0,1.0,4.0,4.0,195
10691190,0,2.0,Phone,Anntown,5.0,Cash on Delivery,Male,3.0,3,Laptop & Accessory,4,Married,2,0,24.0,1.0,1.0,1.0,130
8221312,0,10.0,Computer,Port Sheilaland,13.0,Credit Card,Female,,3,Mobile,3,Divorced,5,1,17.0,1.0,1.0,0.0,151
15265747,0,4.0,Computer,Wendyport,35.0,E wallet,Female,,2,Others,3,Single,4,0,19.0,1.0,1.0,0.0,300
9616586,0,10.0,Phone,Smithshire,26.0,E wallet,Female,3.0,3,Mobile,5,Divorced,2,0,17.0,1.0,13.0,8.0,196
11511123,0,,Phone,Meaganfurt,,CC,Female,3.0,3,Mobile Phone,3,Divorced,10,0,13.0,1.0,1.0,0.0,192
15948496,0,3.0,Phone,South Amandaview,27.0,Credit Card,Female,2.0,3,Mobile,3,Married,3,0,13.0,0.0,15.0,5.0,186
15018057,1,0.0,Phone,Mosesview,5.0,Debit Card,Female,2.0,4,Mobile,4,Single,8,1,18.0,1.0,1.0,4.0,208
8945258,1,3.0,Mobile Phone,East Ginastad,12.0,Credit Card,Female,,3,Mobile,2,Single,3,0,16.0,0.0,13.0,0.0,137
1251818,0,0.0,Phone,Lindatown,9.0,Debit Card,Female,2.0,5,Mobile Phone,2,Single,1,0,20.0,1.0,3.0,2.0,144
16074860,1,2.0,Phone,Harrisport,15.0,CC,Female,3.0,3,Mobile,2,Single,2,0,17.0,0.0,1.0,0.0,136
11546068,0,4.0,Mobile Phone,Medinaland,12.0,Credit Card,Female,3.0,4,Laptop & Accessory,2,Single,3,0,,,1.0,3.0,206
2860038,0,14.0,Phone,Stacymouth,,Credit Card,Male,1.0,3,Fashion,5,Single,7,0,15.0,0.0,1.0,0.0,185
6934198,1,2.0,Mobile Phone,Deborahshire,34.0,Credit Card,Female,2.0,3,Grocery,5,Divorced,9,0,14.0,1.0,1.0,12.0,167
14129840,0,16.0,Computer,Jessicachester,16.0,E wallet,Female,,3,Mobile,3,Divorced,4,0,18.0,1.0,2.0,1.0,161
16583046,0,2.0,Phone,Christopherborough,8.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Single,3,0,15.0,5.0,2.0,4.0,134
14873307,0,,Mobile Phone,North Kevin,14.0,E wallet,Female,2.0,3,Mobile,2,Single,1,1,16.0,,1.0,6.0,123
306799,1,0.0,Mobile Phone,Mcguiremouth,26.0,Credit Card,Male,2.0,3,Mobile,3,Divorced,3,1,25.0,0.0,3.0,0.0,194
15736742,1,0.0,Computer,Meghanton,9.0,CC,Female,2.0,3,Laptop & Accessory,5,Single,6,0,19.0,0.0,4.0,6.0,214
1360564,0,5.0,Mobile Phone,East Mike,14.0,Debit Card,Male,3.0,4,Fashion,2,Married,3,0,19.0,0.0,1.0,2.0,148
984544,0,1.0,Mobile Phone,Travisburgh,11.0,Debit Card,Female,2.0,4,Others,3,Single,5,1,15.0,1.0,1.0,0.0,267
13015930,0,0.0,Phone,West Jeremiah,34.0,Debit Card,Male,3.0,3,Mobile,2,Single,4,0,16.0,,15.0,6.0,211
5474825,0,4.0,Computer,East Kathrynberg,26.0,COD,Male,2.0,2,Fashion,3,Divorced,4,1,11.0,1.0,1.0,0.0,197
5038201,0,0.0,Mobile Phone,Normanshire,,CC,Male,3.0,2,Mobile,3,Single,2,1,18.0,0.0,1.0,0.0,116
15948723,1,8.0,Phone,Mooremouth,5.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,3,1,18.0,1.0,1.0,0.0,252
2755121,0,,Computer,Dixontown,17.0,Credit Card,Female,,4,Fashion,4,Single,3,1,11.0,1.0,1.0,0.0,179
501872,1,24.0,Computer,Port Jenniferside,18.0,Debit Card,Female,3.0,3,Mobile,5,Single,1,0,18.0,1.0,2.0,8.0,242
1639986,0,24.0,Computer,East Nicole,5.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,7,0,14.0,0.0,1.0,,160
8148931,0,6.0,Phone,Bishopton,19.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,3,0,,0.0,1.0,3.0,207
11105858,0,,Computer,West Laurenville,15.0,Credit Card,Male,2.0,4,Fashion,5,Single,7,0,16.0,0.0,1.0,2.0,261
2459980,0,,Computer,East Elizabethfurt,13.0,E wallet,Female,2.0,5,Grocery,3,Divorced,2,0,12.0,0.0,1.0,1.0,132
11898765,0,4.0,Phone,Lake Jason,,Debit Card,Male,2.0,3,Mobile,3,Single,2,1,14.0,1.0,1.0,9.0,184
3404214,1,8.0,Mobile Phone,Perezton,14.0,Debit Card,Male,2.0,3,Fashion,2,Single,2,1,,0.0,1.0,0.0,300
10963535,0,0.0,Mobile Phone,New Erica,11.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Divorced,2,0,13.0,0.0,1.0,3.0,187
15639084,0,11.0,Mobile Phone,Lake Christopher,13.0,Debit Card,Female,2.0,3,Mobile Phone,3,Divorced,1,1,25.0,1.0,1.0,6.0,191
12879041,0,0.0,Phone,North Dana,5.0,Debit Card,Female,3.0,4,Laptop & Accessory,5,Divorced,12,0,23.0,1.0,1.0,3.0,118
8711397,0,5.0,Computer,Port Amanda,,Credit Card,Male,3.0,4,Laptop & Accessory,3,Divorced,5,0,15.0,3.0,1.0,2.0,127
7805684,0,0.0,Phone,Loganshire,35.0,E wallet,Male,,4,Others,5,Divorced,4,1,23.0,1.0,1.0,8.0,146
15263806,0,9.0,Phone,Bennettberg,,Credit Card,Male,2.0,3,Mobile,5,Single,12,0,25.0,1.0,5.0,0.0,138
16244952,0,0.0,Computer,Meganport,7.0,COD,Male,3.0,3,Laptop & Accessory,2,Divorced,5,1,14.0,1.0,1.0,0.0,168
16363240,0,,Mobile Phone,Port Elizabethfort,10.0,Credit Card,Female,3.0,4,Fashion,3,Divorced,6,0,16.0,1.0,1.0,6.0,164
7465295,0,4.0,Computer,Markview,11.0,Debit Card,Female,2.0,3,Mobile,4,Single,2,0,13.0,1.0,2.0,4.0,159
15333584,0,2.0,Computer,Willietown,11.0,Credit Card,Female,2.0,3,Mobile Phone,5,Single,2,1,13.0,,1.0,5.0,154
16320120,0,0.0,Phone,New Davidview,13.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,5,0,14.0,0.0,2.0,2.0,233
13513580,0,0.0,Computer,Reginaside,9.0,Debit Card,Male,3.0,3,Mobile,3,Divorced,3,0,25.0,1.0,1.0,3.0,198
6963836,1,8.0,Computer,East Lindsay,5.0,CC,Female,2.0,4,Grocery,3,Single,11,0,18.0,1.0,1.0,5.0,97
594951,1,,Phone,East Marissatown,17.0,CC,Male,2.0,4,Mobile,3,Divorced,5,0,16.0,2.0,1.0,1.0,153
599041,0,0.0,Mobile Phone,Colemanburgh,9.0,Debit Card,Male,3.0,3,Fashion,5,Married,3,1,12.0,0.0,1.0,1.0,231
7165409,0,11.0,Computer,Sherrymouth,11.0,Debit Card,Female,2.0,5,Grocery,2,Divorced,2,0,16.0,0.0,1.0,2.0,198
3311465,1,4.0,Computer,Rhondaside,11.0,E wallet,Female,2.0,3,Laptop & Accessory,2,Single,1,0,19.0,1.0,1.0,10.0,114
8126614,0,,Phone,West Emily,5.0,UPI,Male,2.0,4,Fashion,2,Divorced,5,0,18.0,1.0,1.0,3.0,147
765125,0,0.0,Mobile Phone,North Russellfort,35.0,CC,Male,3.0,3,Mobile,5,Married,7,0,20.0,0.0,1.0,0.0,162
1474517,0,3.0,Phone,Amyburgh,6.0,Debit Card,Male,2.0,3,Mobile,3,Married,2,0,14.0,0.0,4.0,1.0,269
5130996,0,0.0,Mobile Phone,Christinafort,17.0,Debit Card,Male,2.0,4,Grocery,2,Married,7,0,17.0,0.0,1.0,6.0,136
13458904,1,,Computer,Francisborough,5.0,Credit Card,Female,2.0,3,Mobile,5,Single,2,1,23.0,1.0,1.0,2.0,113
12787453,0,26.0,Computer,Port Maryborough,14.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,7,0,18.0,0.0,1.0,8.0,221
6149529,0,0.0,Phone,Brendanbury,33.0,Debit Card,Male,,3,Laptop & Accessory,5,Single,2,0,23.0,1.0,1.0,1.0,155
11007960,0,0.0,Phone,South Catherinemouth,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,5,Divorced,1,0,25.0,,1.0,3.0,123
2194947,0,,Computer,Parkerchester,6.0,Credit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,2,1,12.0,0.0,13.0,3.0,300
6734223,0,,Computer,North Kimberlychester,34.0,Debit Card,Female,3.0,3,Mobile,2,Married,6,0,,0.0,1.0,5.0,180
12048160,0,9.0,Phone,Karenchester,11.0,Debit Card,Female,2.0,3,Laptop & Accessory,2,Divorced,6,1,12.0,0.0,1.0,3.0,123
10713871,0,0.0,Computer,New Jameschester,14.0,CC,Male,3.0,3,Laptop & Accessory,2,Divorced,6,0,14.0,1.0,1.0,1.0,155
3130269,0,1.0,Computer,Julianfort,28.0,Credit Card,Female,3.0,3,Others,5,Single,5,0,13.0,1.0,1.0,5.0,195
8130402,0,11.0,Mobile Phone,Ericfurt,,E wallet,Male,2.0,3,Laptop & Accessory,2,Divorced,7,1,16.0,8.0,1.0,1.0,175
4003792,0,,Mobile Phone,Novakville,15.0,E wallet,Male,,4,Others,2,Divorced,9,1,14.0,0.0,1.0,6.0,191
15289201,0,24.0,Computer,Troybury,,CC,Female,2.0,4,Grocery,2,Single,2,0,14.0,0.0,1.0,2.0,156
170902,1,0.0,Mobile Phone,North Kelly,26.0,Credit Card,Female,3.0,3,Mobile,2,Divorced,2,1,13.0,1.0,1.0,0.0,190
13607234,1,0.0,Mobile Phone,Hamiltonshire,18.0,Debit Card,Male,3.0,3,Mobile,3,Single,6,0,23.0,,1.0,0.0,242
5094226,1,1.0,Mobile Phone,Port Michael,12.0,Debit Card,Male,3.0,3,Fashion,2,Divorced,8,0,21.0,1.0,1.0,6.0,284
16770771,0,30.0,Phone,Port Robertland,21.0,Debit Card,Male,1.0,3,Mobile,5,Divorced,7,0,17.0,0.0,1.0,2.0,111
14164175,1,1.0,Mobile Phone,Fosterborough,5.0,E wallet,Male,2.0,3,Mobile,3,Married,1,0,15.0,0.0,1.0,2.0,169
16003524,1,,Phone,Alexandermouth,11.0,Credit Card,Female,,4,Laptop & Accessory,4,Divorced,4,1,16.0,1.0,1.0,1.0,170
2982409,1,6.0,Mobile Phone,Velasquezborough,28.0,Debit Card,Female,2.0,2,Laptop & Accessory,2,Divorced,6,1,18.0,1.0,5.0,7.0,239
4656449,0,6.0,Phone,West Bryan,12.0,Debit Card,Male,2.0,3,Laptop & Accessory,4,Divorced,1,1,15.0,0.0,3.0,,233
14748720,0,0.0,Computer,Lake Dale,9.0,Cash on Delivery,Male,3.0,4,Mobile Phone,4,Divorced,6,0,17.0,0.0,5.0,1.0,158
15309348,0,0.0,Mobile Phone,North Jason,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,2,Divorced,2,0,18.0,1.0,1.0,8.0,168
1644046,0,0.0,Phone,Travisside,15.0,Debit Card,Female,2.0,3,Others,3,Single,8,0,25.0,0.0,1.0,0.0,148
7411610,0,0.0,Computer,Hubbardborough,6.0,Credit Card,Male,3.0,2,Others,2,Married,6,1,12.0,1.0,1.0,1.0,157
12528860,1,5.0,Mobile Phone,West Stephanie,18.0,E wallet,Female,3.0,3,Laptop & Accessory,3,Married,7,1,12.0,1.0,1.0,5.0,149
6790777,0,3.0,Mobile Phone,West Logan,35.0,Credit Card,Female,2.0,4,Fashion,4,Divorced,8,1,15.0,1.0,1.0,0.0,118
7842673,0,0.0,Computer,Christopherton,35.0,CC,Male,,3,Laptop & Accessory,5,Single,3,1,11.0,0.0,3.0,10.0,160
451227,0,9.0,Phone,Anthonyville,8.0,Credit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,3,0,22.0,1.0,1.0,1.0,221
4952512,0,9.0,Computer,West Natalie,9.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,6,0,15.0,1.0,4.0,3.0,169
13291766,1,0.0,Mobile Phone,Jonesberg,16.0,Credit Card,Female,1.0,5,Others,5,Married,2,0,14.0,0.0,1.0,0.0,163
929822,1,0.0,Computer,West Cherylbury,6.0,Cash on Delivery,Male,3.0,4,Fashion,3,Married,3,0,12.0,0.0,8.0,1.0,185
15923862,1,0.0,Computer,Andreatown,16.0,UPI,Male,,3,Laptop & Accessory,4,Single,3,0,21.0,1.0,15.0,1.0,139
8357531,0,7.0,Phone,New Samanthaport,14.0,Debit Card,Male,3.0,3,Mobile,3,Single,3,1,12.0,0.0,1.0,1.0,162
13396918,0,13.0,Computer,Riosfurt,7.0,Debit Card,Male,3.0,3,Mobile,2,Married,3,0,13.0,1.0,1.0,1.0,210
16170573,1,0.0,Computer,Lake Holly,14.0,CC,Female,3.0,4,Mobile,5,Divorced,7,0,17.0,0.0,1.0,9.0,126
1898275,1,0.0,Phone,Wrightton,5.0,Debit Card,Male,3.0,5,Laptop & Accessory,2,Single,4,1,16.0,1.0,1.0,1.0,300
12053206,0,5.0,Mobile Phone,Fordfort,6.0,COD,Male,2.0,3,Mobile Phone,5,Single,6,0,18.0,1.0,7.0,1.0,134
9479181,1,,Mobile Phone,South Bradleyfurt,17.0,Debit Card,Male,,3,Mobile,2,Divorced,10,0,12.0,0.0,1.0,2.0,147
11313307,0,3.0,Mobile Phone,North Roberto,5.0,Credit Card,Female,3.0,5,Mobile,3,Divorced,7,0,15.0,,1.0,0.0,164
11538266,0,0.0,Computer,Port Janet,10.0,Credit Card,Female,2.0,4,Mobile,3,Single,12,0,17.0,1.0,1.0,1.0,208
1336658,0,0.0,Phone,Michelleberg,9.0,Cash on Delivery,Male,3.0,4,Mobile,2,Single,6,0,16.0,1.0,7.0,0.0,146
7100979,0,8.0,Phone,Pattersonshire,5.0,Credit Card,Male,,3,Mobile Phone,5,Divorced,10,0,22.0,1.0,1.0,3.0,244
13314548,0,12.0,Computer,Port Michael,,Debit Card,Female,2.0,3,Fashion,5,Single,2,0,25.0,1.0,4.0,4.0,201
6585665,0,3.0,Mobile Phone,Danieltown,11.0,Credit Card,Female,3.0,4,Fashion,5,Married,2,0,19.0,0.0,1.0,8.0,123
8389002,0,,Computer,Lake Amy,8.0,Debit Card,Female,,4,Mobile,3,Married,6,1,14.0,0.0,2.0,8.0,130
13195979,0,0.0,Phone,Brianmouth,35.0,Debit Card,Male,2.0,3,Mobile,4,Single,2,0,21.0,3.0,11.0,0.0,166
13192230,0,7.0,Computer,North Timothyview,19.0,CC,Male,3.0,3,Laptop & Accessory,4,Married,4,0,12.0,1.0,1.0,8.0,168
12477441,0,0.0,Phone,South Ryanmouth,15.0,Debit Card,Female,3.0,4,Mobile,3,Single,3,1,24.0,0.0,2.0,2.0,163
1143962,1,1.0,Computer,Jamesside,13.0,Credit Card,Female,2.0,4,Laptop & Accessory,4,Single,7,0,12.0,1.0,,0.0,212
15068204,0,0.0,Computer,South Colleenberg,8.0,CC,Female,2.0,4,Mobile,5,Married,5,0,17.0,1.0,1.0,1.0,145
4491290,1,5.0,Mobile Phone,South Valerie,18.0,E wallet,Male,2.0,3,Mobile,3,Divorced,2,0,24.0,1.0,1.0,1.0,150
576281,0,30.0,Computer,Smithburgh,5.0,CC,Male,2.0,3,Fashion,4,Divorced,5,0,19.0,0.0,1.0,6.0,175
16074601,0,4.0,Phone,Mckinneystad,32.0,Debit Card,Female,3.0,3,Laptop & Accessory,2,Divorced,5,0,,0.0,1.0,0.0,224
8768018,0,0.0,Mobile Phone,Lake Thomas,8.0,UPI,Male,2.0,3,Laptop & Accessory,3,Divorced,7,0,16.0,3.0,15.0,15.0,249
3747944,0,8.0,Mobile Phone,Port Bradystad,35.0,E wallet,Female,3.0,3,Laptop & Accessory,4,Married,2,1,18.0,1.0,1.0,4.0,217
4494155,0,11.0,Computer,New Williambury,10.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Married,4,0,19.0,3.0,1.0,1.0,203
15244552,0,9.0,Computer,Amandashire,6.0,COD,Male,2.0,4,Mobile Phone,2,Single,7,0,22.0,0.0,1.0,0.0,205
15579907,1,3.0,Computer,Port Timothy,9.0,COD,Female,2.0,3,Laptop & Accessory,5,Married,7,0,16.0,0.0,1.0,6.0,237
13787859,0,21.0,Computer,New Johnchester,27.0,UPI,Male,2.0,4,Mobile,5,Single,3,0,14.0,1.0,1.0,0.0,133
9364514,0,8.0,Computer,Georgeview,10.0,Credit Card,Female,2.0,3,Mobile Phone,2,Single,3,0,11.0,0.0,2.0,5.0,187
7897821,0,27.0,Computer,East Darryltown,14.0,COD,Female,2.0,3,Fashion,2,Divorced,8,0,16.0,,1.0,1.0,184
8162417,0,1.0,Computer,Barryburgh,11.0,Credit Card,Male,2.0,3,Laptop & Accessory,5,Single,2,0,16.0,0.0,1.0,0.0,145
15914798,0,3.0,Computer,Margaretchester,21.0,CC,Male,2.0,3,Laptop & Accessory,5,Single,3,0,16.0,0.0,1.0,0.0,175
3552431,0,13.0,Phone,East Prestonview,13.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Single,3,0,20.0,1.0,1.0,1.0,133
12510649,0,25.0,Computer,North Georgechester,10.0,Credit Card,Male,3.0,3,Fashion,2,Single,5,0,12.0,0.0,1.0,8.0,241
1365462,0,4.0,Phone,Ochoabury,31.0,COD,Female,3.0,4,Laptop & Accessory,2,Married,3,1,19.0,,4.0,7.0,203
11629648,0,,Phone,South Jeffery,11.0,Debit Card,Male,2.0,3,Others,5,Single,5,0,16.0,0.0,1.0,5.0,185
13228881,1,0.0,Phone,Jacquelineland,5.0,Debit Card,Female,2.0,3,Mobile,4,Divorced,12,1,15.0,1.0,1.0,1.0,148
16030350,1,0.0,Phone,West Adamtown,,E wallet,Male,2.0,4,Laptop & Accessory,4,Single,13,0,13.0,0.0,1.0,3.0,198
237439,0,1.0,Phone,Kathyville,11.0,CC,Female,2.0,3,Mobile,4,Single,2,0,18.0,0.0,1.0,3.0,150
8189186,1,18.0,Phone,South Julieland,14.0,Credit Card,Female,2.0,3,Fashion,3,Divorced,3,0,17.0,0.0,1.0,7.0,178
5261005,0,,Phone,Ryanchester,13.0,CC,Male,,3,Laptop & Accessory,2,Divorced,3,0,,6.0,1.0,9.0,136
6385919,0,0.0,Phone,Amyview,13.0,COD,Female,2.0,4,Fashion,3,Divorced,11,0,17.0,0.0,,1.0,197
1633700,1,6.0,Phone,Lindaton,10.0,Credit Card,Female,2.0,4,Laptop & Accessory,2,Married,5,0,17.0,0.0,1.0,4.0,132
15695535,0,13.0,Computer,Banksland,17.0,E wallet,Female,2.0,3,Grocery,2,Married,2,1,12.0,0.0,1.0,6.0,212
4810112,1,3.0,Computer,East Ronaldfort,15.0,Debit Card,Female,2.0,2,Mobile,2,Single,10,0,11.0,0.0,1.0,1.0,155
10598925,0,11.0,Mobile Phone,Lake Kennethville,35.0,Debit Card,Male,2.0,4,Mobile,2,Married,3,0,24.0,6.0,1.0,3.0,263
4950439,0,4.0,Phone,Matthewberg,18.0,E wallet,Female,2.0,3,Others,4,Married,3,1,19.0,1.0,1.0,2.0,127
5507810,0,2.0,Mobile Phone,Williamsfort,,Debit Card,Male,3.0,4,Mobile,2,Single,2,0,12.0,1.0,5.0,6.0,120
4398203,0,2.0,Mobile Phone,North Daniel,30.0,Credit Card,Male,3.0,4,Mobile Phone,3,Divorced,2,1,18.0,1.0,,3.0,162
15532408,0,30.0,Phone,North Alyssa,5.0,Debit Card,Female,,3,Laptop & Accessory,2,Married,4,1,22.0,1.0,1.0,2.0,119
